load,T,Datetime
3425.0,50.33,2009-05-29 09:00:00
3473.0,50.67,2009-05-29 10:00:00
3521.0,51.67,2009-05-29 11:00:00
3542.0,52.33,2009-05-29 12:00:00
3525.0,53.33,2009-05-29 13:00:00
3479.0,54.67,2009-05-29 14:00:00
3420.0,57.0,2009-05-29 15:00:00
3351.0,58.67,2009-05-29 16:00:00
3350.0,59.67,2009-05-29 17:00:00
3342.0,59.0,2009-05-29 18:00:00
3299.0,59.33,2009-05-29 19:00:00
3241.0,59.0,2009-05-29 20:00:00
3265.0,58.33,2009-05-29 21:00:00
3147.0,57.0,2009-05-29 22:00:00
2844.0,56.0,2009-05-29 23:00:00
2550.0,56.33,2009-05-30 00:00:00
2340.0,56.0,2009-05-30 01:00:00
2251.0,55.33,2009-05-30 02:00:00
2181.0,55.0,2009-05-30 03:00:00
2163.0,55.0,2009-05-30 04:00:00
2181.0,54.33,2009-05-30 05:00:00
2246.0,53.67,2009-05-30 06:00:00
2425.0,54.0,2009-05-30 07:00:00
2709.0,55.67,2009-05-30 08:00:00
2966.0,57.0,2009-05-30 09:00:00
3128.0,59.33,2009-05-30 10:00:00
3189.0,63.0,2009-05-30 11:00:00
3180.0,66.0,2009-05-30 12:00:00
3150.0,66.0,2009-05-30 13:00:00
3097.0,69.0,2009-05-30 14:00:00
3056.0,70.33,2009-05-30 15:00:00
3033.0,70.67,2009-05-30 16:00:00
3048.0,69.67,2009-05-30 17:00:00
3081.0,69.33,2009-05-30 18:00:00
3065.0,68.67,2009-05-30 19:00:00
3020.0,67.0,2009-05-30 20:00:00
3087.0,62.67,2009-05-30 21:00:00
2998.0,58.67,2009-05-30 22:00:00
2728.0,54.33,2009-05-30 23:00:00
2470.0,51.67,2009-05-31 00:00:00
2279.0,50.0,2009-05-31 01:00:00
2164.0,50.0,2009-05-31 02:00:00
2102.0,49.67,2009-05-31 03:00:00
2080.0,48.0,2009-05-31 04:00:00
2090.0,47.67,2009-05-31 05:00:00
2101.0,46.33,2009-05-31 06:00:00
2235.0,47.33,2009-05-31 07:00:00
2479.0,51.67,2009-05-31 08:00:00
2774.0,54.33,2009-05-31 09:00:00
2960.0,58.67,2009-05-31 10:00:00
3045.0,63.0,2009-05-31 11:00:00
3088.0,65.0,2009-05-31 12:00:00
3082.0,66.0,2009-05-31 13:00:00
3045.0,67.67,2009-05-31 14:00:00
3020.0,63.0,2009-05-31 15:00:00
3031.0,63.33,2009-05-31 16:00:00
3090.0,62.33,2009-05-31 17:00:00
3150.0,55.33,2009-05-31 18:00:00
3141.0,58.33,2009-05-31 19:00:00
3100.0,57.0,2009-05-31 20:00:00
3123.0,53.33,2009-05-31 21:00:00
2966.0,47.67,2009-05-31 22:00:00
2648.0,46.33,2009-05-31 23:00:00
2387.0,45.67,2009-06-01 00:00:00
2227.0,45.0,2009-06-01 01:00:00
2141.0,43.67,2009-06-01 02:00:00
2123.0,42.0,2009-06-01 03:00:00
2124.0,41.67,2009-06-01 04:00:00
2214.0,39.33,2009-06-01 05:00:00
2448.0,39.33,2009-06-01 06:00:00
2906.0,39.67,2009-06-01 07:00:00
3202.0,44.67,2009-06-01 08:00:00
3307.0,48.0,2009-06-01 09:00:00
3355.0,51.67,2009-06-01 10:00:00
3407.0,54.33,2009-06-01 11:00:00
3420.0,57.67,2009-06-01 12:00:00
3407.0,60.67,2009-06-01 13:00:00
3403.0,63.33,2009-06-01 14:00:00
3376.0,64.0,2009-06-01 15:00:00
3338.0,65.0,2009-06-01 16:00:00
3349.0,66.0,2009-06-01 17:00:00
3354.0,66.33,2009-06-01 18:00:00
3348.0,64.0,2009-06-01 19:00:00
3337.0,62.33,2009-06-01 20:00:00
3386.0,61.67,2009-06-01 21:00:00
3191.0,60.33,2009-06-01 22:00:00
2819.0,59.67,2009-06-01 23:00:00
2517.0,57.33,2009-06-02 00:00:00
2337.0,55.67,2009-06-02 01:00:00
2241.0,54.33,2009-06-02 02:00:00
2198.0,55.33,2009-06-02 03:00:00
2188.0,54.0,2009-06-02 04:00:00
2270.0,51.67,2009-06-02 05:00:00
2494.0,52.33,2009-06-02 06:00:00
2952.0,51.67,2009-06-02 07:00:00
3266.0,54.0,2009-06-02 08:00:00
3372.0,57.33,2009-06-02 09:00:00
3439.0,61.67,2009-06-02 10:00:00
3516.0,64.33,2009-06-02 11:00:00
3531.0,66.0,2009-06-02 12:00:00
3518.0,67.33,2009-06-02 13:00:00
3500.0,69.33,2009-06-02 14:00:00
3499.0,69.67,2009-06-02 15:00:00
3471.0,68.67,2009-06-02 16:00:00
3474.0,69.33,2009-06-02 17:00:00
3458.0,69.0,2009-06-02 18:00:00
3410.0,67.67,2009-06-02 19:00:00
3368.0,66.33,2009-06-02 20:00:00
3428.0,63.0,2009-06-02 21:00:00
3279.0,59.0,2009-06-02 22:00:00
2893.0,54.67,2009-06-02 23:00:00
2571.0,54.0,2009-06-03 00:00:00
2381.0,53.33,2009-06-03 01:00:00
2268.0,53.0,2009-06-03 02:00:00
2215.0,51.67,2009-06-03 03:00:00
2207.0,50.0,2009-06-03 04:00:00
2291.0,49.0,2009-06-03 05:00:00
2517.0,50.0,2009-06-03 06:00:00
2954.0,49.67,2009-06-03 07:00:00
3266.0,51.67,2009-06-03 08:00:00
3360.0,55.33,2009-06-03 09:00:00
3411.0,59.67,2009-06-03 10:00:00
3488.0,63.0,2009-06-03 11:00:00
3507.0,64.67,2009-06-03 12:00:00
3500.0,67.33,2009-06-03 13:00:00
3508.0,68.33,2009-06-03 14:00:00
3490.0,70.0,2009-06-03 15:00:00
3448.0,69.33,2009-06-03 16:00:00
3430.0,68.67,2009-06-03 17:00:00
3402.0,67.67,2009-06-03 18:00:00
3351.0,66.0,2009-06-03 19:00:00
3322.0,65.0,2009-06-03 20:00:00
3415.0,63.0,2009-06-03 21:00:00
3260.0,61.33,2009-06-03 22:00:00
2882.0,58.0,2009-06-03 23:00:00
2575.0,56.33,2009-06-04 00:00:00
2386.0,54.33,2009-06-04 01:00:00
2285.0,53.67,2009-06-04 02:00:00
2237.0,53.67,2009-06-04 03:00:00
2225.0,52.33,2009-06-04 04:00:00
2302.0,50.0,2009-06-04 05:00:00
2508.0,49.67,2009-06-04 06:00:00
2961.0,50.0,2009-06-04 07:00:00
3276.0,54.0,2009-06-04 08:00:00
3395.0,58.33,2009-06-04 09:00:00
3471.0,61.33,2009-06-04 10:00:00
3550.0,63.67,2009-06-04 11:00:00
3576.0,65.33,2009-06-04 12:00:00
3565.0,67.67,2009-06-04 13:00:00
3559.0,69.0,2009-06-04 14:00:00
3545.0,69.0,2009-06-04 15:00:00
3517.0,69.0,2009-06-04 16:00:00
3502.0,69.33,2009-06-04 17:00:00
3476.0,69.67,2009-06-04 18:00:00
3406.0,68.33,2009-06-04 19:00:00
3359.0,67.67,2009-06-04 20:00:00
3437.0,65.0,2009-06-04 21:00:00
3312.0,59.67,2009-06-04 22:00:00
2930.0,57.67,2009-06-04 23:00:00
2597.0,55.67,2009-06-05 00:00:00
2396.0,53.0,2009-06-05 01:00:00
2270.0,50.33,2009-06-05 02:00:00
2223.0,49.67,2009-06-05 03:00:00
2217.0,49.33,2009-06-05 04:00:00
2283.0,49.0,2009-06-05 05:00:00
2469.0,48.0,2009-06-05 06:00:00
2892.0,49.0,2009-06-05 07:00:00
3222.0,50.33,2009-06-05 08:00:00
3332.0,54.33,2009-06-05 09:00:00
3411.0,58.33,2009-06-05 10:00:00
3471.0,62.0,2009-06-05 11:00:00
3479.0,63.67,2009-06-05 12:00:00
3482.0,65.33,2009-06-05 13:00:00
3473.0,67.0,2009-06-05 14:00:00
3439.0,67.33,2009-06-05 15:00:00
3376.0,68.33,2009-06-05 16:00:00
3355.0,67.67,2009-06-05 17:00:00
3309.0,65.67,2009-06-05 18:00:00
3246.0,64.0,2009-06-05 19:00:00
3196.0,62.67,2009-06-05 20:00:00
3252.0,60.67,2009-06-05 21:00:00
3155.0,59.0,2009-06-05 22:00:00
2858.0,56.33,2009-06-05 23:00:00
2552.0,56.67,2009-06-06 00:00:00
2342.0,54.67,2009-06-06 01:00:00
2237.0,54.0,2009-06-06 02:00:00
2168.0,53.33,2009-06-06 03:00:00
2148.0,53.33,2009-06-06 04:00:00
2170.0,52.33,2009-06-06 05:00:00
2214.0,52.0,2009-06-06 06:00:00
2408.0,52.0,2009-06-06 07:00:00
2681.0,54.0,2009-06-06 08:00:00
2962.0,56.33,2009-06-06 09:00:00
3094.0,59.0,2009-06-06 10:00:00
3152.0,62.67,2009-06-06 11:00:00
3157.0,65.0,2009-06-06 12:00:00
3138.0,68.0,2009-06-06 13:00:00
3103.0,69.0,2009-06-06 14:00:00
3080.0,71.33,2009-06-06 15:00:00
3078.0,70.67,2009-06-06 16:00:00
3104.0,71.33,2009-06-06 17:00:00
3128.0,70.0,2009-06-06 18:00:00
3107.0,70.33,2009-06-06 19:00:00
3075.0,69.33,2009-06-06 20:00:00
3128.0,67.0,2009-06-06 21:00:00
3067.0,64.33,2009-06-06 22:00:00
2804.0,62.67,2009-06-06 23:00:00
2530.0,58.67,2009-06-07 00:00:00
2328.0,58.0,2009-06-07 01:00:00
2212.0,59.0,2009-06-07 02:00:00
2158.0,60.0,2009-06-07 03:00:00
2123.0,56.67,2009-06-07 04:00:00
2128.0,57.67,2009-06-07 05:00:00
2143.0,57.33,2009-06-07 06:00:00
2262.0,57.67,2009-06-07 07:00:00
2511.0,59.0,2009-06-07 08:00:00
2807.0,60.0,2009-06-07 09:00:00
2989.0,63.0,2009-06-07 10:00:00
3083.0,66.0,2009-06-07 11:00:00
3114.0,68.67,2009-06-07 12:00:00
3106.0,70.0,2009-06-07 13:00:00
3061.0,71.67,2009-06-07 14:00:00
3031.0,71.0,2009-06-07 15:00:00
3036.0,67.33,2009-06-07 16:00:00
3104.0,65.67,2009-06-07 17:00:00
3196.0,64.33,2009-06-07 18:00:00
3249.0,64.33,2009-06-07 19:00:00
3236.0,62.67,2009-06-07 20:00:00
3209.0,61.33,2009-06-07 21:00:00
3015.0,60.0,2009-06-07 22:00:00
2675.0,57.67,2009-06-07 23:00:00
2408.0,57.0,2009-06-08 00:00:00
2244.0,56.33,2009-06-08 01:00:00
2153.0,55.0,2009-06-08 02:00:00
2123.0,54.0,2009-06-08 03:00:00
2134.0,53.67,2009-06-08 04:00:00
2204.0,52.67,2009-06-08 05:00:00
2418.0,51.67,2009-06-08 06:00:00
2857.0,51.33,2009-06-08 07:00:00
3207.0,53.67,2009-06-08 08:00:00
3346.0,57.0,2009-06-08 09:00:00
3439.0,59.33,2009-06-08 10:00:00
3540.0,61.67,2009-06-08 11:00:00
3541.0,64.33,2009-06-08 12:00:00
3529.0,65.67,2009-06-08 13:00:00
3534.0,67.67,2009-06-08 14:00:00
3526.0,69.0,2009-06-08 15:00:00
3503.0,69.33,2009-06-08 16:00:00
3496.0,69.0,2009-06-08 17:00:00
3465.0,69.33,2009-06-08 18:00:00
3406.0,68.33,2009-06-08 19:00:00
3355.0,66.67,2009-06-08 20:00:00
3402.0,64.0,2009-06-08 21:00:00
3249.0,60.33,2009-06-08 22:00:00
2875.0,58.67,2009-06-08 23:00:00
2552.0,59.0,2009-06-09 00:00:00
2363.0,57.33,2009-06-09 01:00:00
2261.0,57.33,2009-06-09 02:00:00
2217.0,56.33,2009-06-09 03:00:00
2206.0,56.67,2009-06-09 04:00:00
2283.0,55.67,2009-06-09 05:00:00
2510.0,56.0,2009-06-09 06:00:00
2952.0,55.33,2009-06-09 07:00:00
3286.0,54.33,2009-06-09 08:00:00
3403.0,54.33,2009-06-09 09:00:00
3467.0,54.0,2009-06-09 10:00:00
3537.0,54.0,2009-06-09 11:00:00
3564.0,55.33,2009-06-09 12:00:00
3523.0,55.67,2009-06-09 13:00:00
3495.0,56.33,2009-06-09 14:00:00
3447.0,56.33,2009-06-09 15:00:00
3423.0,56.67,2009-06-09 16:00:00
3475.0,56.33,2009-06-09 17:00:00
3519.0,56.67,2009-06-09 18:00:00
3485.0,56.33,2009-06-09 19:00:00
3428.0,55.33,2009-06-09 20:00:00
3391.0,55.33,2009-06-09 21:00:00
3171.0,55.0,2009-06-09 22:00:00
2820.0,54.33,2009-06-09 23:00:00
2523.0,54.33,2009-06-10 00:00:00
2346.0,54.0,2009-06-10 01:00:00
2258.0,54.0,2009-06-10 02:00:00
2196.0,54.0,2009-06-10 03:00:00
2190.0,54.0,2009-06-10 04:00:00
2273.0,54.0,2009-06-10 05:00:00
2508.0,53.67,2009-06-10 06:00:00
2952.0,53.67,2009-06-10 07:00:00
3283.0,54.33,2009-06-10 08:00:00
3369.0,55.0,2009-06-10 09:00:00
3435.0,56.33,2009-06-10 10:00:00
3500.0,57.0,2009-06-10 11:00:00
3513.0,58.33,2009-06-10 12:00:00
3499.0,59.33,2009-06-10 13:00:00
3488.0,60.0,2009-06-10 14:00:00
3449.0,61.0,2009-06-10 15:00:00
3424.0,62.0,2009-06-10 16:00:00
3440.0,63.33,2009-06-10 17:00:00
3449.0,63.0,2009-06-10 18:00:00
3425.0,62.67,2009-06-10 19:00:00
3389.0,61.33,2009-06-10 20:00:00
3393.0,60.0,2009-06-10 21:00:00
3227.0,58.67,2009-06-10 22:00:00
2876.0,57.67,2009-06-10 23:00:00
2564.0,57.0,2009-06-11 00:00:00
2369.0,56.0,2009-06-11 01:00:00
2276.0,55.33,2009-06-11 02:00:00
2233.0,55.67,2009-06-11 03:00:00
2214.0,54.67,2009-06-11 04:00:00
2295.0,54.0,2009-06-11 05:00:00
2513.0,54.0,2009-06-11 06:00:00
2958.0,54.0,2009-06-11 07:00:00
3291.0,55.33,2009-06-11 08:00:00
3397.0,57.33,2009-06-11 09:00:00
3460.0,58.67,2009-06-11 10:00:00
3531.0,60.33,2009-06-11 11:00:00
3546.0,62.0,2009-06-11 12:00:00
3499.0,63.0,2009-06-11 13:00:00
3502.0,63.67,2009-06-11 14:00:00
3469.0,65.0,2009-06-11 15:00:00
3447.0,65.33,2009-06-11 16:00:00
3461.0,65.67,2009-06-11 17:00:00
3469.0,62.67,2009-06-11 18:00:00
3439.0,61.33,2009-06-11 19:00:00
3416.0,60.33,2009-06-11 20:00:00
3445.0,59.67,2009-06-11 21:00:00
3260.0,58.67,2009-06-11 22:00:00
2912.0,58.33,2009-06-11 23:00:00
2598.0,57.67,2009-06-12 00:00:00
2404.0,57.0,2009-06-12 01:00:00
2305.0,56.67,2009-06-12 02:00:00
2252.0,56.0,2009-06-12 03:00:00
2240.0,55.67,2009-06-12 04:00:00
2316.0,55.67,2009-06-12 05:00:00
2535.0,56.0,2009-06-12 06:00:00
2952.0,55.67,2009-06-12 07:00:00
3299.0,56.0,2009-06-12 08:00:00
3452.0,56.67,2009-06-12 09:00:00
3523.0,57.0,2009-06-12 10:00:00
3596.0,57.67,2009-06-12 11:00:00
3593.0,59.33,2009-06-12 12:00:00
3556.0,61.0,2009-06-12 13:00:00
3547.0,64.33,2009-06-12 14:00:00
3521.0,68.33,2009-06-12 15:00:00
3508.0,72.0,2009-06-12 16:00:00
3501.0,74.33,2009-06-12 17:00:00
3450.0,75.0,2009-06-12 18:00:00
3362.0,73.33,2009-06-12 19:00:00
3292.0,71.0,2009-06-12 20:00:00
3315.0,69.0,2009-06-12 21:00:00
3251.0,65.67,2009-06-12 22:00:00
2959.0,63.33,2009-06-12 23:00:00
2643.0,62.0,2009-06-13 00:00:00
2405.0,59.33,2009-06-13 01:00:00
2279.0,58.0,2009-06-13 02:00:00
2200.0,56.33,2009-06-13 03:00:00
2154.0,54.67,2009-06-13 04:00:00
2175.0,53.33,2009-06-13 05:00:00
2217.0,52.33,2009-06-13 06:00:00
2425.0,53.0,2009-06-13 07:00:00
2727.0,57.0,2009-06-13 08:00:00
3036.0,62.33,2009-06-13 09:00:00
3188.0,66.0,2009-06-13 10:00:00
3260.0,68.0,2009-06-13 11:00:00
3270.0,71.0,2009-06-13 12:00:00
3241.0,73.0,2009-06-13 13:00:00
3196.0,73.33,2009-06-13 14:00:00
3149.0,74.67,2009-06-13 15:00:00
3123.0,74.0,2009-06-13 16:00:00
3151.0,73.0,2009-06-13 17:00:00
3183.0,73.67,2009-06-13 18:00:00
3185.0,70.67,2009-06-13 19:00:00
3161.0,67.67,2009-06-13 20:00:00
3208.0,65.0,2009-06-13 21:00:00
3107.0,61.33,2009-06-13 22:00:00
2847.0,60.33,2009-06-13 23:00:00
2579.0,59.0,2009-06-14 00:00:00
2375.0,59.0,2009-06-14 01:00:00
2260.0,58.33,2009-06-14 02:00:00
2200.0,57.67,2009-06-14 03:00:00
2161.0,57.67,2009-06-14 04:00:00
2177.0,57.33,2009-06-14 05:00:00
2205.0,57.0,2009-06-14 06:00:00
2306.0,57.67,2009-06-14 07:00:00
2536.0,57.33,2009-06-14 08:00:00
2840.0,58.0,2009-06-14 09:00:00
3069.0,58.0,2009-06-14 10:00:00
3210.0,59.67,2009-06-14 11:00:00
3272.0,61.33,2009-06-14 12:00:00
3282.0,62.33,2009-06-14 13:00:00
3235.0,63.0,2009-06-14 14:00:00
3176.0,63.67,2009-06-14 15:00:00
3164.0,64.67,2009-06-14 16:00:00
3211.0,64.33,2009-06-14 17:00:00
3289.0,64.33,2009-06-14 18:00:00
3284.0,64.67,2009-06-14 19:00:00
3236.0,62.0,2009-06-14 20:00:00
3247.0,60.33,2009-06-14 21:00:00
3083.0,58.33,2009-06-14 22:00:00
2757.0,58.0,2009-06-14 23:00:00
2459.0,57.67,2009-06-15 00:00:00
2293.0,57.0,2009-06-15 01:00:00
2204.0,56.33,2009-06-15 02:00:00
2164.0,55.33,2009-06-15 03:00:00
2158.0,55.67,2009-06-15 04:00:00
2252.0,55.67,2009-06-15 05:00:00
2504.0,55.33,2009-06-15 06:00:00
2954.0,55.0,2009-06-15 07:00:00
3305.0,56.0,2009-06-15 08:00:00
3458.0,57.67,2009-06-15 09:00:00
3544.0,58.0,2009-06-15 10:00:00
3625.0,58.33,2009-06-15 11:00:00
3637.0,58.33,2009-06-15 12:00:00
3616.0,60.67,2009-06-15 13:00:00
3627.0,62.0,2009-06-15 14:00:00
3563.0,59.33,2009-06-15 15:00:00
3509.0,58.67,2009-06-15 16:00:00
3526.0,59.67,2009-06-15 17:00:00
3550.0,60.0,2009-06-15 18:00:00
3496.0,60.0,2009-06-15 19:00:00
3412.0,59.33,2009-06-15 20:00:00
3414.0,58.0,2009-06-15 21:00:00
3248.0,56.33,2009-06-15 22:00:00
2873.0,55.67,2009-06-15 23:00:00
2570.0,55.33,2009-06-16 00:00:00
2390.0,54.67,2009-06-16 01:00:00
2290.0,54.67,2009-06-16 02:00:00
2237.0,54.0,2009-06-16 03:00:00
2221.0,53.33,2009-06-16 04:00:00
2304.0,53.33,2009-06-16 05:00:00
2533.0,53.33,2009-06-16 06:00:00
2966.0,53.67,2009-06-16 07:00:00
3290.0,55.0,2009-06-16 08:00:00
3422.0,57.0,2009-06-16 09:00:00
3466.0,59.0,2009-06-16 10:00:00
3554.0,61.0,2009-06-16 11:00:00
3593.0,63.67,2009-06-16 12:00:00
3587.0,66.33,2009-06-16 13:00:00
3598.0,67.67,2009-06-16 14:00:00
3572.0,69.33,2009-06-16 15:00:00
3534.0,70.33,2009-06-16 16:00:00
3525.0,71.0,2009-06-16 17:00:00
3503.0,71.0,2009-06-16 18:00:00
3448.0,69.67,2009-06-16 19:00:00
3382.0,68.0,2009-06-16 20:00:00
3431.0,64.67,2009-06-16 21:00:00
3349.0,61.33,2009-06-16 22:00:00
2954.0,58.33,2009-06-16 23:00:00
2626.0,56.67,2009-06-17 00:00:00
2431.0,53.33,2009-06-17 01:00:00
2319.0,52.33,2009-06-17 02:00:00
2271.0,51.33,2009-06-17 03:00:00
2248.0,51.0,2009-06-17 04:00:00
2309.0,50.33,2009-06-17 05:00:00
2512.0,49.33,2009-06-17 06:00:00
2949.0,50.33,2009-06-17 07:00:00
3265.0,53.33,2009-06-17 08:00:00
3398.0,56.67,2009-06-17 09:00:00
3486.0,62.33,2009-06-17 10:00:00
3581.0,67.0,2009-06-17 11:00:00
3625.0,69.33,2009-06-17 12:00:00
3632.0,71.0,2009-06-17 13:00:00
3647.0,73.0,2009-06-17 14:00:00
3618.0,73.33,2009-06-17 15:00:00
3591.0,73.33,2009-06-17 16:00:00
3594.0,73.0,2009-06-17 17:00:00
3553.0,72.33,2009-06-17 18:00:00
3481.0,71.67,2009-06-17 19:00:00
3414.0,69.67,2009-06-17 20:00:00
3461.0,66.67,2009-06-17 21:00:00
3367.0,63.67,2009-06-17 22:00:00
2992.0,61.33,2009-06-17 23:00:00
2670.0,60.33,2009-06-18 00:00:00
2459.0,59.0,2009-06-18 01:00:00
2341.0,58.67,2009-06-18 02:00:00
2293.0,56.67,2009-06-18 03:00:00
2274.0,55.67,2009-06-18 04:00:00
2333.0,54.33,2009-06-18 05:00:00
2535.0,54.0,2009-06-18 06:00:00
2923.0,54.0,2009-06-18 07:00:00
3255.0,55.0,2009-06-18 08:00:00
3403.0,56.0,2009-06-18 09:00:00
3505.0,58.67,2009-06-18 10:00:00
3600.0,61.0,2009-06-18 11:00:00
3624.0,62.33,2009-06-18 12:00:00
3617.0,62.67,2009-06-18 13:00:00
3615.0,62.0,2009-06-18 14:00:00
3582.0,62.67,2009-06-18 15:00:00
3556.0,62.0,2009-06-18 16:00:00
3554.0,61.67,2009-06-18 17:00:00
3567.0,60.67,2009-06-18 18:00:00
3538.0,60.0,2009-06-18 19:00:00
3487.0,59.33,2009-06-18 20:00:00
3486.0,58.33,2009-06-18 21:00:00
3302.0,58.33,2009-06-18 22:00:00
2946.0,58.0,2009-06-18 23:00:00
2644.0,58.0,2009-06-19 00:00:00
2460.0,58.33,2009-06-19 01:00:00
2359.0,58.33,2009-06-19 02:00:00
2311.0,58.33,2009-06-19 03:00:00
2284.0,58.67,2009-06-19 04:00:00
2360.0,59.33,2009-06-19 05:00:00
2560.0,58.67,2009-06-19 06:00:00
2938.0,60.0,2009-06-19 07:00:00
3283.0,61.0,2009-06-19 08:00:00
3495.0,61.67,2009-06-19 09:00:00
3619.0,62.33,2009-06-19 10:00:00
3708.0,63.0,2009-06-19 11:00:00
3723.0,63.67,2009-06-19 12:00:00
3688.0,64.33,2009-06-19 13:00:00
3677.0,64.33,2009-06-19 14:00:00
3637.0,64.67,2009-06-19 15:00:00
3587.0,65.0,2009-06-19 16:00:00
3563.0,66.33,2009-06-19 17:00:00
3521.0,66.0,2009-06-19 18:00:00
3445.0,66.0,2009-06-19 19:00:00
3358.0,65.67,2009-06-19 20:00:00
3356.0,65.0,2009-06-19 21:00:00
3265.0,63.0,2009-06-19 22:00:00
2974.0,62.33,2009-06-19 23:00:00
2667.0,62.67,2009-06-20 00:00:00
2457.0,62.0,2009-06-20 01:00:00
2341.0,62.0,2009-06-20 02:00:00
2281.0,61.0,2009-06-20 03:00:00
2256.0,59.67,2009-06-20 04:00:00
2262.0,60.33,2009-06-20 05:00:00
2306.0,60.0,2009-06-20 06:00:00
2496.0,60.0,2009-06-20 07:00:00
2796.0,62.0,2009-06-20 08:00:00
3115.0,64.0,2009-06-20 09:00:00
3303.0,66.33,2009-06-20 10:00:00
3377.0,68.67,2009-06-20 11:00:00
3396.0,68.33,2009-06-20 12:00:00
3370.0,70.0,2009-06-20 13:00:00
3321.0,70.33,2009-06-20 14:00:00
3284.0,72.0,2009-06-20 15:00:00
3261.0,71.0,2009-06-20 16:00:00
3282.0,72.33,2009-06-20 17:00:00
3312.0,71.33,2009-06-20 18:00:00
3299.0,71.33,2009-06-20 19:00:00
3274.0,67.67,2009-06-20 20:00:00
3308.0,65.0,2009-06-20 21:00:00
3208.0,63.67,2009-06-20 22:00:00
2940.0,62.67,2009-06-20 23:00:00
2668.0,62.33,2009-06-21 00:00:00
2463.0,61.67,2009-06-21 01:00:00
2347.0,61.67,2009-06-21 02:00:00
2274.0,61.67,2009-06-21 03:00:00
2233.0,62.0,2009-06-21 04:00:00
2249.0,62.33,2009-06-21 05:00:00
2270.0,62.0,2009-06-21 06:00:00
2392.0,61.67,2009-06-21 07:00:00
2636.0,62.67,2009-06-21 08:00:00
2936.0,63.33,2009-06-21 09:00:00
3143.0,65.33,2009-06-21 10:00:00
3259.0,66.67,2009-06-21 11:00:00
3326.0,67.67,2009-06-21 12:00:00
3324.0,69.67,2009-06-21 13:00:00
3267.0,70.0,2009-06-21 14:00:00
3218.0,71.67,2009-06-21 15:00:00
3213.0,72.33,2009-06-21 16:00:00
3249.0,72.67,2009-06-21 17:00:00
3312.0,71.67,2009-06-21 18:00:00
3306.0,71.0,2009-06-21 19:00:00
3277.0,69.67,2009-06-21 20:00:00
3310.0,68.67,2009-06-21 21:00:00
3185.0,67.33,2009-06-21 22:00:00
2887.0,66.33,2009-06-21 23:00:00
2602.0,65.67,2009-06-22 00:00:00
2405.0,65.0,2009-06-22 01:00:00
2310.0,64.0,2009-06-22 02:00:00
2265.0,63.33,2009-06-22 03:00:00
2247.0,62.67,2009-06-22 04:00:00
2309.0,61.33,2009-06-22 05:00:00
2555.0,61.0,2009-06-22 06:00:00
2945.0,61.0,2009-06-22 07:00:00
3306.0,61.67,2009-06-22 08:00:00
3507.0,61.33,2009-06-22 09:00:00
3624.0,63.33,2009-06-22 10:00:00
3709.0,63.33,2009-06-22 11:00:00
3745.0,64.33,2009-06-22 12:00:00
3712.0,64.33,2009-06-22 13:00:00
3681.0,64.33,2009-06-22 14:00:00
3644.0,65.0,2009-06-22 15:00:00
3588.0,65.33,2009-06-22 16:00:00
3579.0,65.33,2009-06-22 17:00:00
3613.0,65.67,2009-06-22 18:00:00
3583.0,65.67,2009-06-22 19:00:00
3525.0,65.67,2009-06-22 20:00:00
3482.0,64.67,2009-06-22 21:00:00
3289.0,64.67,2009-06-22 22:00:00
2955.0,64.67,2009-06-22 23:00:00
2663.0,64.67,2009-06-23 00:00:00
2473.0,64.67,2009-06-23 01:00:00
2365.0,64.33,2009-06-23 02:00:00
2313.0,63.0,2009-06-23 03:00:00
2293.0,62.67,2009-06-23 04:00:00
2373.0,62.67,2009-06-23 05:00:00
2567.0,62.0,2009-06-23 06:00:00
2929.0,62.0,2009-06-23 07:00:00
3275.0,63.0,2009-06-23 08:00:00
3455.0,64.33,2009-06-23 09:00:00
3564.0,66.67,2009-06-23 10:00:00
3654.0,67.33,2009-06-23 11:00:00
3696.0,68.0,2009-06-23 12:00:00
3701.0,69.33,2009-06-23 13:00:00
3706.0,70.67,2009-06-23 14:00:00
3672.0,71.33,2009-06-23 15:00:00
3606.0,71.0,2009-06-23 16:00:00
3609.0,71.33,2009-06-23 17:00:00
3625.0,71.0,2009-06-23 18:00:00
3605.0,71.33,2009-06-23 19:00:00
3568.0,69.67,2009-06-23 20:00:00
3553.0,68.33,2009-06-23 21:00:00
3390.0,67.67,2009-06-23 22:00:00
3046.0,65.67,2009-06-23 23:00:00
2711.0,65.0,2009-06-24 00:00:00
2505.0,64.67,2009-06-24 01:00:00
2397.0,64.67,2009-06-24 02:00:00
2342.0,65.0,2009-06-24 03:00:00
2325.0,64.67,2009-06-24 04:00:00
2397.0,64.33,2009-06-24 05:00:00
2612.0,64.0,2009-06-24 06:00:00
2983.0,64.0,2009-06-24 07:00:00
3340.0,64.67,2009-06-24 08:00:00
3551.0,67.0,2009-06-24 09:00:00
3663.0,67.67,2009-06-24 10:00:00
3774.0,68.67,2009-06-24 11:00:00
3808.0,69.0,2009-06-24 12:00:00
3803.0,68.67,2009-06-24 13:00:00
3817.0,69.0,2009-06-24 14:00:00
3792.0,70.67,2009-06-24 15:00:00
3752.0,72.33,2009-06-24 16:00:00
3739.0,72.0,2009-06-24 17:00:00
3711.0,72.0,2009-06-24 18:00:00
3668.0,71.0,2009-06-24 19:00:00
