Date,Hour,load,T
40518.00,6,3136,23.67
40518.00,7,3641,24.33
40518.00,8,3872,24.67
40518.00,9,3919,25
40518.00,10,3960,26
40518.00,11,3994,27
40518.00,12,3997,27
40518.00,13,3974,27.67
40518.00,14,3971,28
40518.00,15,3964,28
40518.00,16,4025,27.33
40518.00,17,4373,27
40518.00,18,4566,26.33
40518.00,19,4515,26
40518.00,20,4387,26.33
40518.00,21,4181,26.67
40518.00,22,3855,26
40518.00,23,3501,26.33
40518.00,24,3176,26
40519.00,1,2952,25.67
40519.00,2,2844,25.67
40519.00,3,2808,25.67
40519.00,4,2792,25.33
40519.00,5,2870,25.33
40519.00,6,3182,25
40519.00,7,3696,25
40519.00,8,3913,24.67
40519.00,9,3895,25
40519.00,10,3908,27.33
40519.00,11,3917,28.67
40519.00,12,3907,28.67
40519.00,13,3859,28.67
40519.00,14,3849,30
40519.00,15,3831,29.33
40519.00,16,3875,29.33
40519.00,17,4232,27.33
40519.00,18,4453,26.67
40519.00,19,4430,26
40519.00,20,4315,26
40519.00,21,4124,25.33
40519.00,22,3819,24.67
40519.00,23,3456,23.67
40519.00,24,3163,23
40520.00,1,2971,22.33
40520.00,2,2879,21.33
40520.00,3,2835,21.67
40520.00,4,2819,20.67
40520.00,5,2915,21.33
40520.00,6,3210,20.33
40520.00,7,3728,21
40520.00,8,3946,21
40520.00,9,3948,21.33
40520.00,10,3952,22.67
40520.00,11,3954,24
40520.00,12,3937,25.33
40520.00,13,3890,25.67
40520.00,14,3872,27.33
40520.00,15,3834,26
40520.00,16,3892,25.67
40520.00,17,4256,24
40520.00,18,4476,23
40520.00,19,4467,22
40520.00,20,4355,20.67
40520.00,21,4178,19.67
40520.00,22,3897,19.33
40520.00,23,3529,19
40520.00,24,3241,18.33
40521.00,1,3054,17.67
40521.00,2,2944,15.67
40521.00,3,2890,15
40521.00,4,2898,15.67
40521.00,5,3006,14.33
40521.00,6,3309,13.33
40521.00,7,3832,14.33
40521.00,8,4057,14.67
40521.00,9,4044,16.33
40521.00,10,4042,17.33
40521.00,11,4033,19.33
40521.00,12,4000,21
40521.00,13,3957,22.67
40521.00,14,3939,23.33
40521.00,15,3901,22.67
40521.00,16,3938,21.67
40521.00,17,4290,20
40521.00,18,4519,18.67
40521.00,19,4499,17.33
40521.00,20,4412,16
40521.00,21,4260,15.67
40521.00,22,3973,15.67
40521.00,23,3614,14.33
40521.00,24,3308,13.67
40522.00,1,3128,12.67
40522.00,2,3049,12
40522.00,3,3023,10.33
40522.00,4,3023,8.33
40522.00,5,3121,7.33
40522.00,6,3405,6.67
40522.00,7,3929,5.33
40522.00,8,4135,5
40522.00,9,4131,7
40522.00,10,4119,12.33
40522.00,11,4101,15.33
40522.00,12,4085,17.67
40522.00,13,4030,19
40522.00,14,3994,21
40522.00,15,3957,22.33
40522.00,16,3997,23
40522.00,17,4291,22.67
40522.00,18,4420,22.67
40522.00,19,4337,22.67
40522.00,20,4201,22.33
40522.00,21,4058,22
40522.00,22,3810,22.67
40522.00,23,3503,23.67
40522.00,24,3210,24.33
40523.00,1,2983,24.33
40523.00,2,2860,24.33
40523.00,3,2793,24
40523.00,4,2763,24.67
40523.00,5,2796,25.33
40523.00,6,2909,26
40523.00,7,3132,26
40523.00,8,3368,27
40523.00,9,3587,27.33
40523.00,10,3684,28.33
40523.00,11,3667,30.67
40523.00,12,3613,33
40523.00,13,3524,36
40523.00,14,3462,37.33
40523.00,15,3419,38.67
40523.00,16,3473,38.67
40523.00,17,3828,37.33
40523.00,18,4003,36
40523.00,19,3915,33.33
40523.00,20,3785,31.33
40523.00,21,3654,29
40523.00,22,3463,29
40523.00,23,3197,27.33
40523.00,24,2940,25.33
40524.00,1,2761,25
40524.00,2,2647,24
40524.00,3,2592,22
40524.00,4,2562,21.33
40524.00,5,2607,20.67
40524.00,6,2671,22
40524.00,7,2823,24.33
40524.00,8,3056,26.67
40524.00,9,3325,29.33
40524.00,10,3533,31.67
40524.00,11,3665,34.33
40524.00,12,3723,38.67
40524.00,13,3747,40
40524.00,14,3713,41.33
40524.00,15,3694,44.33
40524.00,16,3753,45.33
40524.00,17,4005,47.67
40524.00,18,4094,48.33
40524.00,19,3999,49.33
40524.00,20,3842,50
40524.00,21,3634,50.67
40524.00,22,3331,51.33
40524.00,23,2972,50
40524.00,24,2701,49.33
40525.00,1,2511,49.33
40525.00,2,2418,49
40525.00,3,2380,49.67
40525.00,4,2383,50.33
40525.00,5,2473,49.67
40525.00,6,2761,49
40525.00,7,3262,47.67
40525.00,8,3581,47.33
40525.00,9,3619,46.33
40525.00,10,3671,46
40525.00,11,3723,46.33
40525.00,12,3731,45.67
40525.00,13,3721,44.67
40525.00,14,3726,44.67
40525.00,15,3719,43.67
40525.00,16,3797,42.67
40525.00,17,4062,41.67
40525.00,18,4230,40.33
40525.00,19,4198,39
40525.00,20,4097,38.33
40525.00,21,3906,38
40525.00,22,3590,34.67
40525.00,23,3229,34
40525.00,24,2944,31.33
40526.00,1,2742,29.67
40526.00,2,2660,29.67
40526.00,3,2634,29
40526.00,4,2651,27.67
40526.00,5,2745,26.33
40526.00,6,3061,25
40526.00,7,3584,23.67
40526.00,8,3820,23
40526.00,9,3837,22.67
40526.00,10,3856,21.67
40526.00,11,3865,22.67
40526.00,12,3851,22.67
40526.00,13,3813,24.33
40526.00,14,3812,24.33
40526.00,15,3816,23.67
40526.00,16,3891,23.67
40526.00,17,4252,22.67
40526.00,18,4486,21.33
40526.00,19,4458,21
40526.00,20,4357,20
40526.00,21,4198,19.67
40526.00,22,3931,19.33
40526.00,23,3544,18.33
40526.00,24,3228,17.33
40527.00,1,3023,17
40527.00,2,2934,14.67
40527.00,3,2895,14
40527.00,4,2911,14.67
40527.00,5,3008,15
40527.00,6,3300,15.67
40527.00,7,3822,15.67
40527.00,8,4040,15.33
40527.00,9,4039,15.33
40527.00,10,4007,16.33
40527.00,11,4009,17
40527.00,12,4039,17.33
40527.00,13,4032,18
40527.00,14,4030,18.33
40527.00,15,4006,18.33
40527.00,16,4056,18.33
40527.00,17,4391,17.33
40527.00,18,4597,16.67
40527.00,19,4549,16.33
40527.00,20,4467,16.33
40527.00,21,4302,16
40527.00,22,4028,16.33
40527.00,23,3632,15.67
40527.00,24,3305,15.67
40528.00,1,3099,15.33
40528.00,2,3003,15
40528.00,3,2966,14.33
40528.00,4,2967,14.67
40528.00,5,3055,13.67
40528.00,6,3363,13.67
40528.00,7,3895,13.67
40528.00,8,4127,12.67
40528.00,9,4106,13.67
40528.00,10,4082,16.33
40528.00,11,4044,19
40528.00,12,4011,22
40528.00,13,3961,24
40528.00,14,3942,25.67
40528.00,15,3921,26
40528.00,16,3966,26.67
40528.00,17,4296,26
40528.00,18,4510,24.67
40528.00,19,4506,24
40528.00,20,4418,21.67
40528.00,21,4253,21.67
40528.00,22,3994,20
40528.00,23,3614,19.67
40528.00,24,3302,18.67
40529.00,1,3096,18.33
40529.00,2,3001,17.33
40529.00,3,2952,17
40529.00,4,2963,15.33
40529.00,5,3049,14.67
40529.00,6,3349,13.33
40529.00,7,3859,12.33
40529.00,8,4086,12.67
40529.00,9,4069,13.67
40529.00,10,4061,16.67
40529.00,11,4025,20.33
40529.00,12,3973,24.67
40529.00,13,3931,28
40529.00,14,3878,29
40529.00,15,3832,28.33
40529.00,16,3879,27.67
40529.00,17,4222,26.33
40529.00,18,4408,24.67
40529.00,19,4351,23.67
40529.00,20,4206,22
40529.00,21,4101,19.67
40529.00,22,3945,18.33
40529.00,23,3658,17.67
40529.00,24,3346,17.33
40530.00,1,3119,16.67
40530.00,2,3003,16.33
40530.00,3,2951,15.67
40530.00,4,2942,15.33
40530.00,5,2993,16.33
40530.00,6,3113,17
40530.00,7,3359,18
40530.00,8,3605,17
40530.00,9,3816,18
40530.00,10,3903,22.33
40530.00,11,3872,25
40530.00,12,3794,28.33
40530.00,13,3692,30.67
40530.00,14,3599,32
40530.00,15,3550,32.33
40530.00,16,3592,32.33
40530.00,17,3944,30.67
40530.00,18,4136,29.33
40530.00,19,4062,28
40530.00,20,3955,26.67
40530.00,21,3832,25.33
40530.00,22,3661,25
40530.00,23,3399,24
40530.00,24,3143,23.33
40531.00,1,2920,22
40531.00,2,2806,20.33
40531.00,3,2761,20
40531.00,4,2746,20
40531.00,5,2776,19.67
40531.00,6,2885,19
40531.00,7,3075,18.33
40531.00,8,3321,16.33
40531.00,9,3563,16.33
40531.00,10,3695,20.33
40531.00,11,3706,24
40531.00,12,3684,28
40531.00,13,3653,31.33
40531.00,14,3625,32.33
40531.00,15,3598,33
40531.00,16,3657,32
40531.00,17,4039,30.33
40531.00,18,4270,28.33
40531.00,19,4230,26.33
40531.00,20,4126,24.67
40531.00,21,3971,24.67
40531.00,22,3723,23.33
40531.00,23,3424,23
40531.00,24,3135,21.33
40532.00,1,2909,20.67
40532.00,2,2827,20.33
40532.00,3,2788,20.33
40532.00,4,2816,21.67
40532.00,5,2909,21.33
40532.00,6,3208,22
40532.00,7,3726,21.67
40532.00,8,3999,22
40532.00,9,4054,22.33
40532.00,10,4077,23.67
40532.00,11,4087,24.33
40532.00,12,4079,25.67
40532.00,13,4008,25.67
40532.00,14,3999,25.67
40532.00,15,4003,25.67
40532.00,16,4108,25
40532.00,17,4395,24.33
40532.00,18,4583,24
40532.00,19,4556,24
40532.00,20,4450,24.33
40532.00,21,4272,24
40532.00,22,3965,23.33
40532.00,23,3591,23.67
40532.00,24,3255,24
40533.00,1,3024,25
40533.00,2,2906,25.33
40533.00,3,2842,25.67
40533.00,4,2843,26.33
40533.00,5,2930,26.67
40533.00,6,3210,27
40533.00,7,3703,27.67
40533.00,8,3959,27.33
40533.00,9,3986,28
40533.00,10,3997,28.67
40533.00,11,3999,29.33
40533.00,12,3958,30.67
40533.00,13,3892,32.33
40533.00,14,3866,33.67
40533.00,15,3840,33.67
40533.00,16,3884,33
40533.00,17,4141,32
40533.00,18,4368,31.33
40533.00,19,4339,31.33
40533.00,20,4257,31.33
40533.00,21,4104,31.33
40533.00,22,3834,31
40533.00,23,3462,31.67
40533.00,24,3114,31
40534.00,1,2887,31.33
40534.00,2,2770,31.67
40534.00,3,2713,31.67
40534.00,4,2707,31.33
40534.00,5,2802,31
40534.00,6,3090,31
40534.00,7,3585,30.67
40534.00,8,3844,30.33
40534.00,9,3891,30.33
40534.00,10,3908,31.33
40534.00,11,3922,32.33
40534.00,12,3927,32.33
40534.00,13,3886,32.33
40534.00,14,3872,31.67
40534.00,15,3851,31.33
40534.00,16,3908,30.67
40534.00,17,4217,30.67
40534.00,18,4385,30.67
40534.00,19,4351,30.33
40534.00,20,4238,30
40534.00,21,4071,30.33
40534.00,22,3797,30.33
40534.00,23,3446,30.33
40534.00,24,3111,30.67
40535.00,1,2873,30.33
40535.00,2,2750,30.33
40535.00,3,2690,30
40535.00,4,2693,30
40535.00,5,2767,30
40535.00,6,3004,30
40535.00,7,3405,30
40535.00,8,3687,30
40535.00,9,3800,30
40535.00,10,3875,30
40535.00,11,3879,31.33
40535.00,12,3834,32.33
40535.00,13,3753,34
40535.00,14,3711,34.33
40535.00,15,3665,34
40535.00,16,3701,34
40535.00,17,4040,33
40535.00,18,4253,32
40535.00,19,4201,31.67
40535.00,20,4080,31
40535.00,21,3929,30.67
40535.00,22,3710,30
40535.00,23,3403,29.33
40535.00,24,3076,29
40536.00,1,2838,28
40536.00,2,2714,27
40536.00,3,2648,26.33
40536.00,4,2639,26
40536.00,5,2684,25.33
40536.00,6,2829,25
40536.00,7,3071,24
40536.00,8,3330,23
40536.00,9,3564,22.67
40536.00,10,3672,24.33
40536.00,11,3691,26
40536.00,12,3654,27.67
40536.00,13,3573,28.33
40536.00,14,3511,29.67
40536.00,15,3482,30.67
40536.00,16,3497,30.33
40536.00,17,3790,29
40536.00,18,3924,27
40536.00,19,3766,26
40536.00,20,3618,25
40536.00,21,3554,24.33
40536.00,22,3467,22.67
40536.00,23,3284,21
40536.00,24,3034,19.67
40537.00,1,2825,18.67
40537.00,2,2702,18
40537.00,3,2635,16.67
40537.00,4,2617,16
40537.00,5,2637,15.33
40537.00,6,2732,13.67
40537.00,7,2929,15
40537.00,8,3168,14
40537.00,9,3360,15
40537.00,10,3445,19.67
40537.00,11,3464,21.67
40537.00,12,3471,23.67
40537.00,13,3403,24.33
40537.00,14,3289,25
40537.00,15,3207,25.67
40537.00,16,3208,25.33
40537.00,17,3463,24.67
40537.00,18,3624,23
40537.00,19,3624,21.33
40537.00,20,3593,19.33
40537.00,21,3535,18.33
40537.00,22,3418,18.67
40537.00,23,3198,18
40537.00,24,2975,17
40538.00,1,2811,15.33
40538.00,2,2722,14
40538.00,3,2657,15
40538.00,4,2650,15
40538.00,5,2699,15
40538.00,6,2791,15
40538.00,7,2977,15
40538.00,8,3208,14.67
40538.00,9,3475,14.67
40538.00,10,3659,16
40538.00,11,3727,16.67
40538.00,12,3743,18
40538.00,13,3754,19
40538.00,14,3727,19.33
40538.00,15,3724,19.33
40538.00,16,3789,19.33
40538.00,17,4119,19.33
40538.00,18,4305,18.67
40538.00,19,4277,18.67
40538.00,20,4141,18.67
40538.00,21,3959,19.33
40538.00,22,3680,20.33
40538.00,23,3371,21
40538.00,24,3095,21
40539.00,1,2905,21.67
40539.00,2,2799,22.67
40539.00,3,2758,23
40539.00,4,2768,24
40539.00,5,2823,24.33
40539.00,6,2997,25
40539.00,7,3266,23.67
40539.00,8,3509,22
40539.00,9,3702,21
40539.00,10,3882,21
40539.00,11,3997,20.33
40539.00,12,4064,19.67
40539.00,13,4052,20.33
40539.00,14,4012,19.67
40539.00,15,3980,19.67
40539.00,16,3987,18.67
40539.00,17,4316,17.33
40539.00,18,4547,17
40539.00,19,4489,17
40539.00,20,4330,16.67
40539.00,21,4127,16.67
40539.00,22,3846,16.67
40539.00,23,3514,16.67
40539.00,24,3236,16
40540.00,1,3051,16.33
40540.00,2,2960,16
40540.00,3,2917,15.67
40540.00,4,2927,15.33
40540.00,5,3012,15.33
40540.00,6,3234,15
40540.00,7,3559,16.33
40540.00,8,3784,14.33
40540.00,9,3915,13
40540.00,10,3985,15.33
40540.00,11,4005,19.33
40540.00,12,3986,24.67
40540.00,13,3929,26.67
40540.00,14,3859,29
40540.00,15,3818,29
40540.00,16,3831,29.33
40540.00,17,4146,28.67
40540.00,18,4457,27
40540.00,19,4431,25.67
40540.00,20,4308,25
40540.00,21,4126,24.67
40540.00,22,3853,22
40540.00,23,3521,21
40540.00,24,3231,21.33
40541.00,1,3016,22.67
40541.00,2,2903,23.67
40541.00,3,2850,24.33
40541.00,4,2833,24.33
40541.00,5,2898,25.67
40541.00,6,3096,25.67
40541.00,7,3434,25.33
40541.00,8,3691,25
40541.00,9,3830,24.67
40541.00,10,3907,27.33
40541.00,11,3927,29.67
40541.00,12,3905,30.67
40541.00,13,3852,32.33
40541.00,14,3836,32.33
40541.00,15,3802,32.67
40541.00,16,3800,32.67
40541.00,17,4098,31.67
40541.00,18,4346,30.67
40541.00,19,4298,29.67
40541.00,20,4174,29.67
40541.00,21,4038,29
40541.00,22,3735,27
40541.00,23,3409,27
40541.00,24,3105,26.33
40542.00,1,2911,25.67
40542.00,2,2804,24.67
40542.00,3,2762,22.33
40542.00,4,2775,22
40542.00,5,2845,20
40542.00,6,3060,18.33
40542.00,7,3398,15.33
40542.00,8,3670,15
40542.00,9,3793,15.67
40542.00,10,3828,20
40542.00,11,3807,26
40542.00,12,3759,31.33
40542.00,13,3652,33.67
40542.00,14,3576,36.67
40542.00,15,3509,38
40542.00,16,3521,39.67
40542.00,17,3844,36
40542.00,18,4123,31
40542.00,19,4065,29
40542.00,20,3946,25.67
40542.00,21,3787,24.33
40542.00,22,3562,24.67
40542.00,23,3251,25
40542.00,24,2942,24
40543.00,1,2745,24
40543.00,2,2629,24.33
40543.00,3,2557,24
40543.00,4,2539,26.67
40543.00,5,2588,26.67
40543.00,6,2728,26.67
40543.00,7,2968,26.33
40543.00,8,3212,26.33
40543.00,9,3410,27
40543.00,10,3547,30.67
40543.00,11,3573,34.67
40543.00,12,3529,38.33
40543.00,13,3444,40.33
40543.00,14,3355,43
40543.00,15,3311,44.33
40543.00,16,3334,43.67
40543.00,17,3646,43.33
40543.00,18,3897,39.67
40543.00,19,3784,37.67
40543.00,20,3569,36
40543.00,21,3378,35.67
40543.00,22,3212,36
40543.00,23,3044,34.67
40543.00,24,2853,34
40544.00,1,2667,34
40544.00,2,2525,32.67
40544.00,3,2417,34
40544.00,4,2373,36
40544.00,5,2374,36
40544.00,6,2432,34
40544.00,7,2546,34.33
40544.00,8,2685,33.67
40544.00,9,2886,33
40544.00,10,3082,36.33
40544.00,11,3200,38.67
40544.00,12,3231,44.33
40544.00,13,3201,46
40544.00,14,3150,48
40544.00,15,3105,50.33
40544.00,16,3148,49.67
40544.00,17,3468,46
40544.00,18,3682,42.33
40544.00,19,3620,42.33
40544.00,20,3490,42
40544.00,21,3331,42.33
40544.00,22,3145,42.33
40544.00,23,2917,42.67
40544.00,24,2667,42.67
40545.00,1,2479,42.33
40545.00,2,2350,41
40545.00,3,2288,40.33
40545.00,4,2278,40.33
40545.00,5,2310,41
40545.00,6,2397,39.67
40545.00,7,2552,39.33
40545.00,8,2762,38.33
40545.00,9,3018,38
40545.00,10,3243,38.67
40545.00,11,3352,39.67
40545.00,12,3374,41
40545.00,13,3376,41.33
40545.00,14,3329,41.67
40545.00,15,3288,41.67
40545.00,16,3292,41
40545.00,17,3612,40.67
40545.00,18,3880,37.67
40545.00,19,3815,36.67
40545.00,20,3669,35
40545.00,21,3492,35.67
40545.00,22,3216,36
40545.00,23,2939,35.33
40545.00,24,2720,35
40546.00,1,2582,34.67
40546.00,2,2513,32
40546.00,3,2500,31
40546.00,4,2542,30.67
40546.00,5,2652,29.33
40546.00,6,2939,27.67
40546.00,7,3441,26.67
40546.00,8,3670,26.33
40546.00,9,3706,26.33
40546.00,10,3759,27.67
40546.00,11,3795,28.67
40546.00,12,3796,29.33
40546.00,13,3747,30.33
40546.00,14,3728,31.33
40546.00,15,3696,31.33
40546.00,16,3721,30.67
40546.00,17,4015,29.67
40546.00,18,4292,28.67
40546.00,19,4260,27.67
40546.00,20,4137,27
40546.00,21,3959,26.33
40546.00,22,3679,27
40546.00,23,3336,26
40546.00,24,3070,23.33
40547.00,1,2871,22.33
40547.00,2,2790,20.33
40547.00,3,2776,20.67
40547.00,4,2792,19
40547.00,5,2892,18
40547.00,6,3168,18.67
40547.00,7,3632,18.67
40547.00,8,3860,18.33
40547.00,9,3851,18.33
40547.00,10,3850,22.33
40547.00,11,3872,27
40547.00,12,3863,29
40547.00,13,3823,29.67
40547.00,14,3803,30.67
40547.00,15,3762,30.67
40547.00,16,3774,31
40547.00,17,4028,30.33
40547.00,18,4285,29
40547.00,19,4263,29
40547.00,20,4146,28
40547.00,21,3962,26
40547.00,22,3684,25
40547.00,23,3334,24.33
40547.00,24,3053,23.33
40548.00,1,2894,22.33
40548.00,2,2800,22
40548.00,3,2768,20.33
40548.00,4,2775,20
40548.00,5,2882,19
40548.00,6,3161,18.67
40548.00,7,3647,18.67
40548.00,8,3888,17.67
40548.00,9,3876,19.33
40548.00,10,3859,23.67
40548.00,11,3861,28
40548.00,12,3854,31.67
40548.00,13,3802,32.33
40548.00,14,3793,30
40548.00,15,3733,30.33
40548.00,16,3744,30.33
40548.00,17,4022,29.67
40548.00,18,4305,28.67
40548.00,19,4276,27.33
40548.00,20,4179,25.67
40548.00,21,4006,25.33
40548.00,22,3719,23
40548.00,23,3400,21
40548.00,24,3139,21
40549.00,1,2964,19.67
40549.00,2,2873,17.33
40549.00,3,2837,16
40549.00,4,2845,14.33
40549.00,5,2940,13.67
40549.00,6,3241,15
40549.00,7,3748,13
40549.00,8,3981,13
40549.00,9,3961,14.67
40549.00,10,3933,17.33
40549.00,11,3914,21
40549.00,12,3872,24.33
40549.00,13,3808,26
40549.00,14,3782,26.67
40549.00,15,3737,27.67
40549.00,16,3749,28
40549.00,17,4005,26.67
40549.00,18,4302,24.67
40549.00,19,4299,21
40549.00,20,4211,19
40549.00,21,4038,18.33
40549.00,22,3757,15
40549.00,23,3433,15
40549.00,24,3159,13.33
40550.00,1,2986,13.67
40550.00,2,2898,13.67
40550.00,3,2841,13.33
40550.00,4,2848,13.67
40550.00,5,2960,13.33
40550.00,6,3223,14.33
40550.00,7,3707,15.67
40550.00,8,3962,16.33
40550.00,9,3968,16.67
40550.00,10,3978,19.67
40550.00,11,3955,22
40550.00,12,3923,23.67
40550.00,13,3881,25.33
40550.00,14,3824,27.33
40550.00,15,3762,27.33
40550.00,16,3759,27
40550.00,17,3996,25.67
40550.00,18,4195,24.67
40550.00,19,4147,24
40550.00,20,4018,23.33
40550.00,21,3865,23.33
40550.00,22,3647,23
40550.00,23,3383,23
40550.00,24,3108,22.33
40551.00,1,2905,22.33
40551.00,2,2793,22.33
40551.00,3,2736,22
40551.00,4,2724,22
40551.00,5,2758,21.33
40551.00,6,2861,22
40551.00,7,3043,22.33
40551.00,8,3293,22.67
40551.00,9,3533,22.67
40551.00,10,3721,23.67
40551.00,11,3785,25
40551.00,12,3805,26.33
40551.00,13,3729,27.33
40551.00,14,3651,28.33
40551.00,15,3586,28.67
40551.00,16,3600,29
40551.00,17,3849,28
40551.00,18,4056,26.33
40551.00,19,3972,26.67
40551.00,20,3828,26.67
40551.00,21,3669,26.33
40551.00,22,3457,26
40551.00,23,3220,26.33
40551.00,24,2986,26
40552.00,1,2784,26
40552.00,2,2680,26.33
40552.00,3,2626,27
40552.00,4,2613,27
40552.00,5,2640,27.67
40552.00,6,2724,26.67
40552.00,7,2873,26.33
40552.00,8,3073,26.67
40552.00,9,3307,26.33
40552.00,10,3475,27.67
40552.00,11,3547,28.67
40552.00,12,3593,30.33
40552.00,13,3582,31.67
40552.00,14,3546,32.67
40552.00,15,3511,33
40552.00,16,3547,32
40552.00,17,3846,30.67
40552.00,18,4128,28.33
40552.00,19,4075,27.33
40552.00,20,3936,26.33
40552.00,21,3771,25.67
40552.00,22,3485,24.33
40552.00,23,3199,24
40552.00,24,2977,22.67
40553.00,1,2830,22
40553.00,2,2763,21.33
40553.00,3,2744,20.67
40553.00,4,2763,19.67
40553.00,5,2877,19.33
40553.00,6,3159,19
40553.00,7,3678,19.67
40553.00,8,3930,20.33
40553.00,9,3949,20.67
40553.00,10,3948,22
40553.00,11,3954,23.33
40553.00,12,3933,25
40553.00,13,3875,26.67
40553.00,14,3847,28
40553.00,15,3782,28.67
40553.00,16,3785,29.33
40553.00,17,4024,28
40553.00,18,4337,25.33
40553.00,19,4319,24.33
40553.00,20,4209,23
40553.00,21,4002,21.67
40553.00,22,3718,21
40553.00,23,3380,20.67
40553.00,24,3112,20
40554.00,1,2941,19.67
40554.00,2,2853,19
40554.00,3,2813,18
40554.00,4,2827,17.33
40554.00,5,2916,15.67
40554.00,6,3216,14
40554.00,7,3729,13
40554.00,8,3936,12.67
40554.00,9,3934,12
40554.00,10,3936,18.33
40554.00,11,3928,21.67
40554.00,12,3884,23.67
40554.00,13,3847,24.67
40554.00,14,3798,25
40554.00,15,3741,25.67
40554.00,16,3746,26.33
40554.00,17,4000,25
40554.00,18,4266,22.33
40554.00,19,4251,22
40554.00,20,4154,21.67
40554.00,21,3970,20.33
40554.00,22,3692,20.33
40554.00,23,3344,19.67
40554.00,24,3073,21.33
40555.00,1,2897,21.33
40555.00,2,2813,21
40555.00,3,2760,21
40555.00,4,2780,20.67
40555.00,5,2865,20.67
40555.00,6,3095,20.67
40555.00,7,3444,20.33
40555.00,8,3682,20
40555.00,9,3802,20.33
40555.00,10,3915,21.33
40555.00,11,4018,22
40555.00,12,4058,22.67
40555.00,13,4036,23.33
40555.00,14,3979,24.67
40555.00,15,3892,25
40555.00,16,3832,24.67
40555.00,17,4036,25.33
40555.00,18,4315,25.67
40555.00,19,4233,25.67
40555.00,20,4033,26
40555.00,21,3812,26.67
40555.00,22,3520,27
40555.00,23,3202,27
40555.00,24,2965,26.67
40556.00,1,2788,26.67
40556.00,2,2714,26.67
40556.00,3,2678,25.67
40556.00,4,2692,25.33
40556.00,5,2782,25
40556.00,6,3070,25
40556.00,7,3546,24
40556.00,8,3757,23
40556.00,9,3755,23
40556.00,10,3772,23.33
40556.00,11,3795,24
40556.00,12,3792,25
40556.00,13,3741,25.67
40556.00,14,3733,26
40556.00,15,3697,25.67
40556.00,16,3703,25
40556.00,17,3922,24
40556.00,18,4216,22.67
40556.00,19,4222,21.33
40556.00,20,4139,20
40556.00,21,3977,19
40556.00,22,3673,18.33
40556.00,23,3358,18
40556.00,24,3094,17.67
40557.00,1,2919,17
40557.00,2,2838,16.67
40557.00,3,2803,14.67
40557.00,4,2809,13.33
40557.00,5,2887,13
40557.00,6,3156,13
40557.00,7,3651,14
40557.00,8,3896,13.67
40557.00,9,3900,14
40557.00,10,3901,15.33
40557.00,11,3911,17.33
40557.00,12,3882,19.67
40557.00,13,3851,20.67
40557.00,14,3816,21.33
40557.00,15,3745,21.67
40557.00,16,3720,21.67
40557.00,17,3910,21
40557.00,18,4162,20
40557.00,19,4114,19.33
40557.00,20,4005,18.33
40557.00,21,3894,16.67
40557.00,22,3715,15
40557.00,23,3459,13.67
40557.00,24,3217,11
40558.00,1,3030,12.33
40558.00,2,2934,9.67
40558.00,3,2890,7.33
40558.00,4,2871,5.67
40558.00,5,2910,3.67
40558.00,6,3025,2.67
40558.00,7,3247,0.67
40558.00,8,3512,-0.67
40558.00,9,3703,-0.33
40558.00,10,3805,2.33
40558.00,11,3793,9.67
40558.00,12,3743,15.67
40558.00,13,3667,19.33
40558.00,14,3589,19.67
40558.00,15,3566,21
40558.00,16,3593,22.33
40558.00,17,3839,22.67
40558.00,18,4082,22.67
40558.00,19,4017,22
40558.00,20,3876,22.67
40558.00,21,3747,23
40558.00,22,3527,23.33
40558.00,23,3258,23
40558.00,24,3028,23
40559.00,1,2817,21.33
40559.00,2,2721,23.67
40559.00,3,2660,22
40559.00,4,2644,20.67
40559.00,5,2670,20.67
40559.00,6,2747,21.33
40559.00,7,2907,20
40559.00,8,3119,17.33
40559.00,9,3359,17.33
40559.00,10,3503,21.33
40559.00,11,3538,24.33
40559.00,12,3551,25.33
40559.00,13,3516,25.67
40559.00,14,3485,27.33
40559.00,15,3468,26.67
40559.00,16,3508,26.33
40559.00,17,3764,25.33
40559.00,18,4014,22.67
40559.00,19,3984,21.33
40559.00,20,3828,19.67
40559.00,21,3726,17.33
40559.00,22,3491,16.33
40559.00,23,3236,14.67
40559.00,24,3025,13
40560.00,1,2868,11.67
40560.00,2,2798,10.33
40560.00,3,2783,7.67
40560.00,4,2796,6.67
40560.00,5,2901,6
40560.00,6,3135,2.67
40560.00,7,3509,3
40560.00,8,3800,1.33
40560.00,9,3964,-0.33
40560.00,10,4041,4.33
40560.00,11,4067,6.33
40560.00,12,4041,9
40560.00,13,3966,11.67
40560.00,14,3908,14
40560.00,15,3846,14.67
40560.00,16,3842,14.33
40560.00,17,4059,13.67
40560.00,18,4398,11
40560.00,19,4374,7.33
40560.00,20,4273,4.67
40560.00,21,4083,3.33
40560.00,22,3781,3.33
40560.00,23,3472,1.67
40560.00,24,3214,3
40561.00,1,3054,4
40561.00,2,2965,6.67
40561.00,3,2898,8
40561.00,4,2902,9
40561.00,5,2992,11
40561.00,6,3281,12
40561.00,7,3728,13.33
40561.00,8,3956,13.67
40561.00,9,4009,13.67
40561.00,10,4036,14
40561.00,11,4078,15.33
40561.00,12,4103,16.67
40561.00,13,4081,18.33
40561.00,14,4058,19.67
40561.00,15,3983,21.67
40561.00,16,3957,22
40561.00,17,4128,23
40561.00,18,4356,24.33
40561.00,19,4282,26
40561.00,20,4114,27.67
40561.00,21,3856,28.67
